Data Scope,Code,Name,Credit Points,Unit Designation,Unit Type,Prerequisites,Corequisites,NCCW,When Offered,On Campus Attendance,Staff Contact,Offering Department,Offering Faculty,FOE - Narrow,Pass/Fail,Co-taught Units,Quota,Unit Activity,ASQCNew,ASQCRecoded,WWCC,Status,Placement in SONIA,Authority,Capstone unit?,Awards/Majors
Undergraduate,AHIS251,The New Testament in its Times,3,,,12cp at 100 level or above,,"AHIS351, AHST251, AHST351","S1 Day
S1 External","
Compulsory
","Dr Christopher Forbes
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS253,"Pagans, Jews and Christians: Athens and Jerusalem",3,,,12cp at 100 level or above,,"AHIS353, AHST252, AHST352",2019,,"Associate Professor Malcolm Choat
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS255,The Historical Geography of Biblical Lands,3,,,"12cp at 100 level or above
",,,S2 Day,,"Dr Kyle Keimer
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,AHIS259,Ancient Hebrew B,3,,,AHIS158 or AHIS258 ,,,"S2 Day
S2 External","
None","Dr Louise  Pryke
",Department of Ancient History,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS261,Egypt in the First Millennium CE,3,,,12cp at 100 level or above,,,2019,,"Associate Professor Malcolm Choat
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS269,Coptic Egyptian B,3,,,AHIS168 or AHIS268,,,"S2 Day
S2 External","
None","Associate Professor Malcolm Choat
",Department of Ancient History,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS272,Ancient Egyptian Literature,3,,,12cp at 100 level or above,,,2019,,"Dr Susanne Binder
",Department of Ancient History,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS279,Hieroglyphic Egyptian B,3,,,AHIS178 or AHIS278 or AHST260,,"AHST360, AHIS378","S2 Day
S2 External","
None","Associate Professor Boyo Ockinga
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,Faculty SoU submission for 2015,No,
Undergraduate,AHIS280,Ancient Egyptian Culture and Society,3,Science,,12cp at 100 level or above,,AHST261,"S1 Day
S1 External","
None","Dr Alexandra Woods
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS281,Ancient Egyptian Art,3,,,AHIS170 or AHST100,,,"S2 Day
S2 External","
None

","Dr Alexandra Woods
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS290,Landscape Archaeology,3,,,AHIS190,,,S2 Day,,"Dr Adela Sobotkova
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,AHIS291,Archaeology of Death and Burial,3,,,12cp at 100 level or above,,,S1 Day,,"Dr Ronika Power
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,Yes,No,,Green,No,Approved through webforms 2018,No,
Undergraduate,AHIS301,Archaeology of Dalmatia,3,,,39cp at 100 level or above or 6cp in AHIS units at 200 level or 6cp in CRO units at 200 level,,,"S1 Day
S1 External","
Voluntary","Dr Danijel Dzino
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2016.,No,
Undergraduate,AHIS305,Athenian Law and Society,3,,,"39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level)
",,,"S2 External
S2 Day","None
","Professor Ian Worthington
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,AHIS308,Ancient Greek C,3,,,6cp at 200 level including (AHIS209 or AHST206),,,"S1 Day
S1 External","
None","Associate Professor Trevor Evans
",Department of Ancient History,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS309,Ancient Greek D,3,,,AHIS308,,,"S2 Day
S2 External","
None","Associate Professor Trevor Evans
",Department of Ancient History,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS310,Early Rome,3,,,(39cp at 100 level or above) including (AHIS110 or AHIS212 or AHIS312 or AHST103 or AHST232 or AHST332),,AHST331,"S2 Day
S2 External","
None
","Associate Professor Paul McKechnie
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS312,Rome and the Caesars,3,,,39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level),,"AHIS212
","S1 External
S1 Day","None
","Dr Caillan Davenport
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,AHIS313,The City of Rome,3,,,"39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level)
",,,"S1 External
S1 Day","None
","Professor Ray Laurence
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,AHIS318,Latin C,3,,,6cp at 200 level including (AHIS219 or AHST208),,,"S1 Day
S1 External","
None","Associate Professor Trevor Evans
",Department of Ancient History,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS319,Latin D,3,,,AHIS318,,,"S2 Day
S2 External","
None","Associate Professor Trevor Evans
",Department of Ancient History,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS321,From Constantine to Justinian: Church and State in Late Antiquity,3,,,39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level),,"AHIS221, AHST234, AHST334","S1 Day
S1 External","
None
","Dr Peter Edwell
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS323,"Byzantium in the Age of the Emperors, 306-1453AD",3,,,39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level),,"AHIS222, AHIS223, AHIS322, AHST235, AHST335","S2 Day
S2 External","
None
","Dr Meaghan  McEvoy
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,Approved by ASQC 15 June 2010,No,
Undergraduate,AHIS331,Prehistory to Pompeii: Archaeology in Ancient Italy,3,,,39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level),,"AHIS231, AHST236, AHST336","S1 Day
S1 External","
None
","Dr Jaye McKenzie-Clark
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS335,"Sparta and Greece, Archaic and Classical",3,,,39cp at 100 level or above including 6cp in AHIS units at 200 level,,"HST335, AHIS303",2019,,"Associate Professor Paul McKechnie
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,Approved FSQC as per webforms 2015.,No,
Undergraduate,AHIS339,"Capstone Unit: Greece, Rome, Late Antiquity",3,,,39cp at 100 level or above including (21cp in AHIS or AHST units including (6cps in AHIS or AHST units at 300 level)),,,"S2 Day
S2 External","
Compulsory"," Ancient History staff 
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,Academic Program Committee,Yes,"Bachelor of Ancient History
Ancient History - Greece, Rome and Late Antiquity major"
Undergraduate,AHIS340,Women and Gender in the Ancient World,3,,,(6cp in AHIS or AHST units at 200 level) or admission to GDipArts,,"AHIS240, AHST270, AHST370",S2 Day,,"Dr Lea Beness
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS341,The Hellenistic Age,3,,,39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level),,"AHIS241, AHST222, AHST322","S2 Day
S2 External","
Compulsory
","Dr Christopher Forbes
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS342,The Roman Eastern Frontier,3,,,39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level),,"AHIS242, AHST250, AHST350",2019,,"Dr Peter Edwell
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS343,Early China: History and Archaeology,3,,,39cp at 100 level or above or (6cp in AHIS or AHST or MHIS or HIST units at 200 level),,AHST375,"S2 Day
S2 External","
None","Dr Gunner Mikkelsen
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS344,Religions along the Silk Road,3,,,39cp at 100 level or above or (6cp in AHIS or AHST or MHIS or HIST units at 200 level),,,"S2 Day
S2 External","
None","Dr Gunner Mikkelsen
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS345,Ancient Languages Special Topic A,3,,,Permission by special approval,,AHST381,S1 Day,,"Associate Professor Boyo Ockinga
 Ancient history staff 
",Department of Ancient History,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS346,Archaeological Field Work,3,Science,PACE,Permission by special approval,,"AHST310, AHIS347","S1 Fieldwork
S2 Fieldwork","None
None","Associate Professor Kenneth Sheedy
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,Yes,ASQC. Recode from AHIS347,No,
Undergraduate,AHIS349,Ancient Languages Special Topic B,3,,,39cp at 100 level or above including (6cp in AHIS units at 200 level),,,"S1 Day
S1 External
S2 Day
S2 External","
None

None","Associate Professor Trevor Evans
",Department of Ancient History,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS350,Advanced Reading Unit in Ancient History,3,,,Admission to BAncHist and 39cp at 100 level or above,,AHIS348,"S1 Day
S1 External","
Compulsory","Dr Lea Beness
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,New unit reviewed and recommended by the UGSC 7 May 2013,No,
Undergraduate,AHIS352,Early Christian Literature and Thought,3,,,39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level),,AHST309,2019,,"Dr Christopher Forbes
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS354,Ancient Israel in its Near Eastern Context,3,,,39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level),,"AHIS254, AHST240, AHST340",S1 Day,,"Dr Kyle Keimer
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS355,A History of Magic: From the Magi to Merlin,3,,,"39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level)
",,,"S2 Day
S2 External","
None","Associate Professor Malcolm Choat
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,New unit ASQC 25 June 2013,No,
Undergraduate,AHIS356,Dialogue of Civilisations: The Near East and Egypt,3,,,"39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level)
",,,"S1 Day
S1 External","
None","Associate Professor Javier Alvarez-Mon
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,AHIS357,Material Culture and Museum Studies,3,,,39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level),,,"S2 External
S2 Day","None
","Associate Professor Javier Alvarez-Mon
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,AHIS358,Ancient Hebrew C,3,,,"AHIS259
",,"AHIS249
","S1 External
S1 Day","None
","Dr Louise Pryke
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,No,
Undergraduate,AHIS368,Coptic Egyptian C,3,,,(39cp at 100 level or above) including (AHIS268 or AHIS269),,,"S2 Day
S2 External","
None","Associate Professor Malcolm Choat
",Department of Ancient History,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS370,Archaeology of Early Egypt,3,,,((AHIS170 or AHST100) and 6cp at 200 level including (AHIS280 or AHST261)) or admission to GDipArts,,,2019,,"Dr Yann Tristant
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS371,Egypt in the Old Kingdom,3,,,6cp at 200 level including (AHIS178 or AHIS278 or AHST260),,AHST363,S1 Day,,"Professor Naguib Kanawati
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,,
Undergraduate,AHIS372,Egypt in the Middle Kingdom,3,,,(AHIS279 or AHST360 or AHIS378) and (AHIS280 or AHST261),,,2019,,"Dr Susanne Binder
",Department of Ancient History,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS373,Egypt in the New Kingdom,3,,,(AHIS279 or AHST360 or AHIS378) and (AHIS280 or AHST261),,AHST364,S1 Day,,"Dr Susanne Binder
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS377,Hieroglyphic Egyptian C,3,,,(6cp at 200 level including AHIS279) or AHIS378,,,"S1 Day
S1 External","
None","Associate Professor Boyo Ockinga
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2015.,No,
Undergraduate,AHIS380,Ancient Egyptian Religion,3,,,39cp at 100 level or above or (6cp in AHIS or AHST units at 200 level) or (admission to GDipArts),,AHST361,"S2 Day
S2 External","
None","Associate Professor Boyo Ockinga
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,No,
Undergraduate,AHIS389,Capstone Unit: Ancient Languages,3,,,39cp at 100 level or above including 21cp in AHIS or AHST units,6cps in AHIS or AHST units at 300 level,,"S2 Day
S2 External","
None","Associate Professor Trevor Evans
",Department of Ancient History,Faculty of Arts,91599,No,none,no quota,no activity,No,No,,Green,No,Approved FSQC as per webforms 2015.,Yes,Ancient History - Ancient Languages major
Undergraduate,AHIS391,Laboratory Methods of Archaeology,3,,,AHIS190 and 6cp at 200 level,,,S2 Day,,"Dr Ronika Power
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,Approved by FSQC as per webform.,No,
Undergraduate,AHIS392,Cultural Heritage,6,,PACE,(36cp at 100 level or above) and permission by special approval,,,"S1 Day
S2 Day","
","Dr Linda Evans
",Department of Ancient History,Faculty of Arts,90399,No,none,no quota,no activity,No,No,,Green,Yes,As per webforms 2015.,No,
Undergraduate,AHIS393,Capstone Unit: Archaeology,3,,,"(39cp at 100 level or above) including (AHIS190 and AHIS191 and AHIS205 and AHIS290)
",6cps in AHIS or AHST units at 300 level,,S2 Day,,"Associate Professor Kenneth Sheedy
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,As per webforms 2017,Yes,Bachelor of Archaeology
Undergraduate,AHIS394,Field Methods of Archaeology,3,,,AHIS190 and 6cp at 200 level,,,S1 Day,,"Dr Yann Tristant
",Department of Ancient History,Faculty of Arts,90307,No,none,no quota,no activity,No,No,,Green,No,Approved by FSQC as per webform.,No,
Undergraduate,AHIS399,Capstone Unit: Egypt and the Near East,3,,,39cp at 100 level or above including (21cp in AHIS or AHST units including (6cps in AHIS or AHST units at 300 level)),,,"S2 Day
S2 External","
Compulsory","Dr Linda Evans
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,No,No,,Green,No,Academic Program Committee,Yes,"Bachelor of Ancient History
Ancient History - Egypt and Near East major"
Undergraduate,AHIX108,Ancient Greek A,1,,oua-Normal,,,AHIX208,S1 OUA,,"Dr Ian Plant
",Department of Ancient History,Faculty of Arts,90305,No,none,no quota,no activity,Yes,No,,Green,No,Approved as per webforms 2018,,
Undergraduate,AHIX110,The Fall of the Roman Republic,1,,oua-Normal,,,"HST130, AHIS110, AHST103
",S1 OUA,,"Dr Lea Beness
",Department of Ancient History,Faculty of Arts,90300,No,none,no quota,no activity,No,No,,Green,No,,,
